host,ID,ra,dec,morph,re,z
PGC32605,105219+110235,163.0813,11.0433,dE,8.9,0.0027
PGC32249,105219+144227,163.0826,14.7075,dE,6.99,
PGC32648,105231+230005,163.1292,23.0014,dE,6.33,
PGC32533,105251+281732,163.216,28.2924,dE,3.89,
PGC32183,105254+632931,163.2284,63.492,dE,4.94,
PGC32605,105300+102243,163.2526,10.3788,dE,9.97,
PGC32533,105302+280919,163.2622,28.1554,dE,6.0,
PGC32533,105311+280257,163.2991,28.0493,dE,3.52,
PGC32854,105337+541308,163.4075,54.219,dE,8.63,
PGC33160,105503+140538,163.764,14.0941,dE,6.75,
PGC32605,105543+115801,163.9319,11.967,UDG,15.49,
PGC33160,105555+122021,163.9822,12.3393,dE,12.22,
PGC32605,105707+110158,164.2806,11.0329,dE,5.03,
PGC33160,105810+115956,164.543,11.9989,dE,9.5,
PGC33160,105852+140748,164.7168,14.1301,BC,7.9,
PGC33140,105917+150510,164.822,15.0861,dE,6.8,
PGC33160,110045+141021,165.1878,14.1727,dE,7.05,
PGC33160,110051+135251,165.2164,13.881,dE,12.08,
PGC33234,110121+033319,165.3392,3.5553,dE,8.8,
PGC33166,110144+285506,165.4368,28.9183,dE,4.55,
PGC33550,110438+000453,166.1605,0.0816,dE,4.32,
PGC33550,110440+000329,166.1675,0.0583,dE,12.38,0.002
PGC33390,110451+175113,166.2143,17.8539,dE,7.18,
PGC33390,110456+173830,166.2368,17.6417,dE,6.49,
PGC33390,110651+173002,166.7129,17.5007,dE,3.47,0.0032
PGC33550,110713-001112,166.8049,-0.1868,dE,16.55,
PGC33623,110740+723208,166.9206,72.5357,dE,4.23,
PGC33623,110859+722308,167.2492,72.3857,dE,6.19,
PGC33390,110908+185422,167.2854,18.9062,dE,8.32,
PGC34426,111018+191118,167.5765,19.1885,dE,4.65,
PGC34426,111055+185851,167.7295,18.9809,dE,11.56,
PGC34030,111156+554757,167.9858,55.7993,dE,3.6,
PGC34426,111215+164514,168.0662,16.754,dE,12.14,0.0036
PGC34232,111218+482252,168.0756,48.3813,dE,3.18,
PGC34298,111231+161722,168.132,16.2895,dE,9.48,0.0042
PGC34232,111253+480334,168.2211,48.0595,dE,2.65,
PGC34426,111257+184541,168.2389,18.7615,dE,11.98,0.0026
PGC34030,111310+554118,168.2932,55.6884,dE,6.87,
PGC34232,111345+482405,168.4393,48.4015,dE,3.32,0.0066
PGC34232,111415+481934,168.5643,48.3261,dE,2.11,0.0075
PGC34426,111415+192625,168.5658,19.4404,dE,7.16,0.003
PGC34426,111422+180238,168.594,18.044,dE,8.4,
PGC34426,111426+182234,168.6118,18.3761,dE,7.21,
PGC34426,111428+181602,168.618,18.2675,dE,3.03,
PGC34298,111442+162444,168.6776,16.4123,dE,4.54,
PGC34426,111454+181906,168.7261,18.3185,dE,3.9,
PGC34232,111502+472057,168.7621,47.3494,dE,6.82,
PGC34583,111503+571416,168.7643,57.2379,dE,3.84,0.0065
PGC34426,111504+180512,168.77,18.0869,dE,3.13,
PGC34426,111507+175818,168.7796,17.9718,dE,3.86,
PGC34426,111511+185944,168.7999,18.9957,dE,6.85,
PGC34426,111512+175552,168.8035,17.9313,dE,6.58,
PGC34426,111524+175637,168.8518,17.9437,dE,6.93,
PGC34426,111535+182522,168.8988,18.423,dE,5.03,
PGC34426,111536+180105,168.9015,18.0181,dE,7.6,
PGC34426,111548+180442,168.9507,18.0785,dE,8.19,
PGC34583,111549+574538,168.9555,57.7607,dE,4.31,
PGC34778,111552+025337,168.9685,2.8938,dE,4.24,
PGC34426,111557+175625,168.9895,17.9405,dE,7.01,
PGC34426,111605+181241,169.025,18.2114,dE,4.25,0.0033
PGC34426,111611+175703,169.0475,17.9508,dE,8.89,
PGC34426,111618+183543,169.0776,18.5953,dE,4.2,
PGC34426,111625+185906,169.1061,18.9853,dE,8.38,
PGC34426,111628+181136,169.1202,18.1934,dE,8.71,
PGC34426,111630+181928,169.1258,18.3247,dE,3.88,
PGC34426,111635+180705,169.147,18.1183,dE,9.27,0.0038
PGC34778,111638+025841,169.1618,2.9781,dE,9.04,
PGC34778,111642+022149,169.1754,2.3637,dE,5.89,0.0053
PGC34298,111646+155421,169.1929,15.906,dE,8.58,
PGC34566,111653+590757,169.2245,59.1328,dE,3.93,0.0056
PGC34583,111701+581156,169.2568,58.199,dE,4.76,
PGC34426,111701+181809,169.2571,18.3026,dE,9.48,
PGC34426,111707+171912,169.2816,17.3202,dE,7.93,
PGC34426,111715+184628,169.3166,18.7746,dE,9.29,
PGC34298,111716+161936,169.3201,16.3268,BC,13.18,0.0032
PGC34426,111722+175953,169.3438,17.9981,dE,6.51,
PGC34426,111733+181821,169.3878,18.306,dE,3.65,
PGC34583,111736+573823,169.4014,57.6399,dE,4.09,0.0062
PGC34426,111736+183501,169.4019,18.5839,dE,4.18,
PGC34426,111738+182134,169.4085,18.3595,dE,3.98,
PGC34426,111738+174904,169.4092,17.818,SP,16.04,0.0043
PGC34583,111739+580619,169.4162,58.1055,dE,5.55,
PGC34583,111740+580351,169.4197,58.0644,dE,5.25,
PGC34583,111743+580027,169.4306,58.0078,dE,7.28,
PGC34566,111745+585021,169.4397,58.8394,dE,7.4,
PGC34426,111747+181502,169.4488,18.2507,dE,10.63,
PGC34426,111748+163823,169.4516,16.64,BC,6.69,
PGC34151,111755+044713,169.4829,4.787,dE,5.96,
PGC34426,111756+173726,169.4854,17.624,dE,8.44,0.0031
PGC34426,111758+172628,169.4918,17.4414,dE,3.88,0.0027
PGC34566,111803+584449,169.5149,58.7471,dE,5.18,0.0062
PGC34426,111805+173858,169.5214,17.6495,dE,9.72,0.0033
PGC34566,111811+583844,169.5467,58.6458,dE,7.85,
PGC34778,111815+025729,169.5627,2.9583,dE,5.61,
PGC34426,111817+173741,169.5737,17.6281,dE,3.95,
PGC34583,111823+575601,169.5965,57.9337,dE,3.73,
PGC34778,111835+022819,169.6461,2.472,dE,8.83,
PGC34561,111838+454721,169.6624,45.7893,dE,5.79,0.0076
PGC34583,111839+580223,169.6627,58.0399,dE,4.4,
PGC34695,111842+123341,169.6758,12.5616,dE,7.76,0.0033
PGC34583,111856+571830,169.7349,57.3085,dE,3.98,
PGC34583,111904+574639,169.7705,57.7775,dE,3.22,0.0055
PGC34583,111905+580121,169.7714,58.0227,TS,8.24,0.0076
PGC34684,111912+180333,169.8014,18.0593,dE,11.9,0.0033
PGC34684,111913+180549,169.8076,18.0972,dE,5.44,
PGC34778,111919+024729,169.8326,2.7917,dE,6.17,
PGC34426,111921+173211,169.8394,17.5366,dE,9.4,
PGC34695,111921+140430,169.8396,14.075,dE,13.27,0.0016
PGC35043,111930+101158,169.8777,10.1996,dE,5.35,
PGC34583,111936+580240,169.9029,58.0446,dE,2.68,
PGC34684,111938+175209,169.9095,17.8693,dE,12.97,0.0044
PGC35064,111939+374245,169.9144,37.7126,dE,4.04,
PGC34566,111943+583606,169.9315,58.6017,dE,5.28,
PGC34684,111944+184119,169.936,18.6889,dE,3.48,
PGC34684,112007+181802,170.0327,18.3008,dE,6.25,0.0051
PGC34695,112015+133254,170.0664,13.5484,dE,10.03,
PGC34566,112023+604023,170.0968,60.6733,dE,2.99,
PGC34778,112031+031357,170.133,3.2325,dE,10.76,
PGC34583,112047+575307,170.198,57.8854,dE,4.79,0.0069
PGC34778,112052+042019,170.2172,4.3388,dE,5.17,
PGC34695,112101+133629,170.2551,13.6082,TS,15.06,
PGC34778,112106+032807,170.2791,3.4688,dE,9.93,
PGC35268,112115+163455,170.3146,16.5822,dE,5.33,
PGC34778,112125+041016,170.3555,4.1712,dE,6.12,
PGC34684,112125+173034,170.3559,17.5097,dE,9.18,0.0033
PGC34695,112129+141149,170.372,14.1971,dE,10.15,
PGC35064,112129+384347,170.3721,38.7298,dE,6.5,
PGC34684,112140+193643,170.4175,19.6121,BC,10.61,
PGC34583,112141+572438,170.4217,57.4107,dE,7.89,
PGC34684,112142+200555,170.4278,20.0987,dE,3.46,
PGC35064,112149+400005,170.4575,40.0016,dE,4.87,
PGC34684,112150+201039,170.4612,20.1777,TS,0.72,
PGC34684,112153+183009,170.4733,18.5027,dE,6.95,
PGC35064,112156+395255,170.4861,39.8822,dE,7.78,
PGC34778,112204+033651,170.5171,3.6143,dE,3.1,0.0048
PGC34778,112211+043941,170.5462,4.6616,dE,6.72,0.0044
PGC34989,112212+530755,170.5528,53.132,dE,7.35,
PGC34566,112215+591723,170.5648,59.29,dE,4.17,
PGC34583,112218+580340,170.5791,58.0614,dE,5.07,
PGC34778,112220+035402,170.5837,3.9006,dE,11.89,
PGC34695,112224+125846,170.6001,12.9795,BC,6.87,0.0021
PGC35064,112246+382732,170.6945,38.459,dE,5.65,
PGC34778,112253+031451,170.7234,3.2478,dE,5.67,
PGC34695,112255+132628,170.7307,13.4413,dE,14.84,0.0029
PGC34989,112258+551543,170.7418,55.2621,dE,4.63,
PGC34684,112258+192836,170.7455,19.4768,dE,4.48,
PGC34566,112301+592217,170.7567,59.3716,dE,4.02,
PGC34684,112303+211918,170.7644,21.3217,dE,13.4,
PGC34971,112303+503833,170.7652,50.6428,BC,10.14,
PGC35064,112309+391345,170.7885,39.2294,dE,8.16,
PGC35064,112311+383812,170.7976,38.6367,dE,7.46,
PGC34566,112315+585825,170.8135,58.9737,dE,5.17,
PGC34989,112316+534713,170.8169,53.7872,BC,4.0,0.0095
PGC34583,112317+580434,170.8249,58.0763,dE,5.68,
PGC34778,112318+035718,170.8283,3.9551,dE,7.26,0.0047
PGC34695,112319+133747,170.8296,13.6297,BC,13.78,0.002
PGC35064,112334+384334,170.8919,38.7261,dE,7.46,0.0072
PGC34695,112337+125345,170.9064,12.8959,BC,6.19,0.0018
PGC34684,112341+191619,170.922,19.2721,dE,11.22,0.006
PGC34684,112354+181658,170.9768,18.2829,dE,6.04,
PGC34695,112356+134641,170.9851,13.7782,dE,4.65,
PGC34684,112356+181616,170.9872,18.2713,dE,5.09,
PGC35064,112402+381310,171.0111,38.2197,dE,11.48,0.0075
PGC35064,112406+385123,171.027,38.8564,dE,3.98,0.0066
PGC34684,112408+181319,171.0347,18.2222,dE,6.74,
PGC34778,112408+034404,171.0353,3.7346,dE,4.85,0.0053
PGC35043,112410+112512,171.0442,11.4202,dE,7.5,
PGC35064,112412+383052,171.052,38.5145,dE,3.02,
PGC35064,112414+392314,171.06,39.3873,dE,6.0,
PGC35064,112417+384317,171.0741,38.7216,dE,3.95,
PGC35064,112422+385832,171.0954,38.9758,dE,7.75,
PGC35064,112431+384650,171.131,38.7808,dE,2.77,
PGC35064,112432+383053,171.1337,38.5148,dE,3.63,
PGC34695,112434+124023,171.1443,12.6733,dE,11.44,
PGC35064,112443+383522,171.182,38.5897,dE,11.61,0.0075
PGC35043,112445+112000,171.1901,11.3336,dE,3.08,
PGC35268,112501+170508,171.258,17.0858,BC,11.83,0.0036
PGC35268,112510+165303,171.2947,16.8844,BC,13.46,0.003
PGC35064,112514+384528,171.3089,38.7579,dE,5.92,
PGC35268,112521+165356,171.3395,16.8989,dE,5.93,
PGC35268,112528+161019,171.3707,16.172,BC,7.13,
PGC35064,112536+385316,171.4041,38.8879,dE,5.88,0.0064
PGC35064,112541+385058,171.4227,38.8497,dE,3.68,
PGC34695,112555+131608,171.4793,13.2689,BC,0.78,
PGC35326,112631+571553,171.6332,57.2649,dE,6.89,
PGC35064,112701+385549,171.7571,38.9304,dE,7.59,0.0066
PGC35064,112711+391938,171.798,39.3275,dE,4.13,
PGC35064,112720+393411,171.8351,39.5699,BC,8.47,
PGC35326,112751+565117,171.9657,56.8548,UDG,7.63,
PGC35268,112806+175914,172.0258,17.9872,BC,6.94,
PGC35326,112806+565446,172.0291,56.913,dE,3.77,
PGC35294,112807+253606,172.0331,25.6017,dE,4.43,
PGC35616,112812+524302,172.054,52.7173,dE,4.78,
PGC35294,112817+254010,172.0746,25.6697,dE,4.34,
PGC35326,112831+570023,172.1316,57.0064,dE,4.45,
PGC35616,112843+533942,172.1792,53.6617,dE,6.4,
PGC35268,112851+181657,172.2132,18.2827,dE,16.2,0.004
PGC35268,112916+195913,172.3207,19.9872,dE,5.6,0.0037
PGC35043,112934+104833,172.395,10.8094,dE,5.91,
PGC35616,112954+522417,172.477,52.4049,dE,17.39,0.0022
PGC35268,112954+162545,172.4771,16.4294,BC,6.0,0.0032
PGC35440,112959+092122,172.496,9.3563,dE,4.49,
PGC35268,113026+171956,172.6093,17.3323,BC,4.88,
PGC35064,113035+392501,172.6473,39.4172,dE,9.77,0.0065
PGC35999,113048+465451,172.7041,46.9144,dE,4.48,
PGC35064,113055+390032,172.7319,39.0091,dE,9.22,
PGC35616,113149+531155,172.9554,53.1989,dE,7.63,
PGC35616,113207+532751,173.0328,53.4644,dE,10.38,
PGC35931,113211+541854,173.0482,54.3152,dE,4.45,
PGC35616,113216+531032,173.0678,53.1758,dE,9.28,
PGC35616,113245+531152,173.1913,53.1981,dE,8.72,
PGC35616,113304+531453,173.2683,53.2482,dE,4.37,
PGC35268,113305+172103,173.2737,17.3509,BC,4.94,
PGC35616,113309+525217,173.2913,52.8716,dE,7.25,
PGC35644,113342+502658,173.4273,50.4495,BC,5.68,0.0102
PGC35616,113352+523927,173.4705,52.6577,dE,3.47,
PGC35616,113418+522340,173.577,52.3947,dE,6.87,
PGC35616,113436+523620,173.6522,52.6056,dE,4.21,
PGC36197,113456+161451,173.7357,16.2476,BC,6.32,
PGC36025,113528+581630,173.8674,58.275,dE,5.74,
PGC36025,113553+582253,173.9722,58.3814,dE,4.42,
PGC35999,113617+473848,174.0734,47.6468,dE,7.44,
PGC35931,113727+541104,174.366,54.1845,dE,3.89,
PGC36197,113745+163110,174.4407,16.5195,BC,14.22,
PGC36025,113758+582255,174.4955,58.382,dE,4.98,
PGC35979,113806+615845,174.5273,61.9794,dE,4.97,
PGC36243,113812+093452,174.553,9.5812,dE,4.61,
PGC36025,113844+600154,174.6837,60.0319,dE,5.47,
PGC36025,113906+583707,174.7774,58.6188,dE,3.04,
PGC35931,113929+532100,174.871,53.3502,dE,8.46,
PGC35999,113948+474814,174.9531,47.804,dE,3.5,
PGC36200,113954+175255,174.9756,17.882,dE,5.9,0.01
PGC35999,114003+462845,175.013,46.4794,dE,16.05,
PGC36200,114016+172539,175.069,17.4276,BC,5.83,
PGC35644,114031+503828,175.1306,50.6414,dE,4.85,
PGC36505,114033+573335,175.1375,57.5597,dE,2.69,0.0034
PGC36138,114041+561530,175.1722,56.2585,dE,4.42,
PGC36200,114049+174323,175.2072,17.7231,dE,5.89,
PGC36505,114109+581342,175.2875,58.2285,dE,9.86,
PGC36025,114109+595023,175.2912,59.8399,dE,3.6,
PGC36304,114129-060939,175.3742,-6.1609,dE,5.35,
PGC35931,114133+533546,175.3894,53.5961,dE,4.19,
PGC36304,114141-061036,175.4245,-6.1768,dE,5.91,
PGC36200,114143+181458,175.4303,18.2495,dE,5.93,
PGC36200,114150+180443,175.4605,18.0787,BC,3.58,
PGC36197,114150+155824,175.4609,15.9735,BC,5.15,0.0021
PGC36304,114153-061143,175.4729,-6.1954,dE,6.54,
PGC36505,114219+575345,175.5813,57.8959,dE,10.13,
PGC35999,114222+483126,175.5923,48.5241,dE,4.55,
PGC35931,114227+544908,175.6134,54.819,dE,4.63,0.0043
PGC36138,114249+561253,175.7065,56.215,dE,7.51,
PGC36197,114258+143809,175.7435,14.6359,dE,6.51,
PGC36505,114350+581130,175.9597,58.1919,dE,5.12,
PGC36505,114359+575241,175.9983,57.8781,dE,3.5,
PGC36678,114515+135050,176.3146,13.8474,dE,3.03,
PGC36678,114516+135221,176.3175,13.8727,dE,3.21,
PGC36678,114519+134801,176.3297,13.8003,TS,11.76,
PGC36678,114538+134658,176.4104,13.783,dE,4.1,
PGC36921,114547+562643,176.4478,56.4453,dE,5.91,
PGC36678,114556+135020,176.4836,13.8389,BC,7.54,
PGC36678,114558+134728,176.4947,13.7911,dE,5.48,
PGC36921,114604+563355,176.5196,56.5655,dE,5.51,0.0037
PGC36921,114613+541033,176.5561,54.1761,dE,5.79,0.0037
PGC36921,114641+562840,176.6727,56.4778,dE,4.32,
PGC36914,114649+270937,176.708,27.1605,dE,4.05,0.0064
PGC36921,114653+543958,176.7249,54.6663,dE,4.77,
PGC36921,114659+560918,176.748,56.1552,dE,8.72,
PGC36921,114714+543559,176.8103,54.5998,dE,7.35,
PGC36921,114722+552611,176.8417,55.4365,dE,7.53,
PGC36921,114733+551101,176.8903,55.1838,dE,4.52,
PGC37306,114751+535048,176.9642,53.8467,BC,6.37,0.0034
PGC37258,114803+614111,177.0126,61.6866,dE,4.89,
PGC36678,114809+124846,177.0378,12.813,UDG,14.47,
PGC36889,114831+592820,177.1318,59.4724,dE,3.28,
PGC36921,114843+555545,177.1815,55.9294,dE,9.32,0.0036
PGC36914,114908+270508,177.2857,27.0857,TS,9.07,0.0053
PGC37258,114912+611140,177.3022,61.1946,dE,5.0,0.0113
PGC36699,114917+483908,177.321,48.6523,dE,5.97,
PGC36678,114931+151539,177.3794,15.261,BC,4.87,
PGC36921,114953+554537,177.4735,55.7603,dE,2.52,
PGC36921,115005+554656,177.5218,55.7822,UDG,20.56,
PGC36921,115029+561252,177.622,56.2145,dE,5.38,
PGC36699,115111+465337,177.7985,46.8936,dE,4.54,
PGC37306,115116+514429,177.8168,51.7415,dE,3.9,
PGC36921,115215+553525,178.0639,55.5905,dE,9.01,
PGC37258,115217+603909,178.0731,60.6526,dE,4.6,
PGC37306,115309+521123,178.2884,52.1898,dE,20.75,
PGC36921,115346+560900,178.4425,56.1503,dE,8.38,
PGC37258,115349+605209,178.4546,60.8694,BC,5.24,0.0045
PGC37642,115356+551017,178.4873,55.1715,dE,3.1,0.0042
PGC37544,115402+301525,178.5105,30.2571,dE,4.21,
PGC37306,115411+521448,178.548,52.2468,dE,4.03,
PGC37845,115412+000812,178.5512,0.1367,BC,4.85,0.0032
PGC37306,115427+512005,178.6149,51.3348,dE,7.89,
PGC37617,115430+532047,178.6275,53.3466,dE,8.42,
PGC37642,115439+545557,178.6651,54.9326,dE,3.43,
PGC37544,115445+325205,178.6909,32.8682,dE,4.26,
PGC37642,115451+552347,178.7127,55.3966,dE,6.29,
PGC37483,115455+063847,178.7293,6.6464,dE,3.42,
PGC37544,115455+304113,178.7319,30.6871,TS,6.63,
PGC37654,115504+282052,178.7674,28.3478,dE,4.9,0.0017
PGC37229,115512+441308,178.8041,44.219,dE,5.8,
PGC37642,115525+555701,178.8555,55.9504,dE,6.91,
PGC37642,115540+552153,178.9198,55.3648,dE,4.74,
PGC37642,115552+552525,178.9693,55.4238,dE,5.57,
PGC37483,115553+063538,178.9721,6.594,dE,5.57,
PGC37642,115601+554843,179.0045,55.8122,dE,5.12,
PGC37617,115601+540134,179.0077,54.0263,dE,5.83,
PGC37483,115602+064040,179.0102,6.678,BC,7.98,0.0078
PGC37306,115603+522617,179.0144,52.4381,BC,5.11,0.0032
PGC37483,115608+063952,179.0333,6.6646,dE,3.9,
PGC37642,115609+551554,179.0396,55.2651,dE,5.73,
PGC37544,115626+315539,179.1119,31.9277,dE,2.66,
PGC38009,115634+301657,179.1438,30.2825,dE,5.64,
PGC37642,115701+552510,179.2574,55.4196,BC,9.15,0.0044
PGC37642,115703+553512,179.2629,55.5869,dE,7.85,0.0025
PGC37617,115703+531802,179.2663,53.3006,dE,4.23,
PGC37617,115705+532626,179.2733,53.4406,dE,5.47,
PGC37544,115707+314734,179.2824,31.7929,dE,4.88,
PGC37617,115720+531335,179.3375,53.2265,dE,5.53,
PGC37642,115802+551446,179.5109,55.2463,dE,13.5,
PGC37642,115813+552316,179.557,55.3879,dE,8.03,0.0035
PGC38009,115817+303047,179.5737,30.5132,dE,3.61,
PGC37617,115834+532043,179.6432,53.3454,dE,7.48,0.0038
PGC38009,115836+301708,179.6503,30.2857,UDG,6.77,
PGC37642,115849+551824,179.7048,55.3068,dE,14.31,0.0031
PGC37642,115854+542550,179.7267,54.4306,dE,6.54,
PGC37691,115906+435602,179.7781,43.9339,dE,3.85,
PGC37544,115907+321252,179.7829,32.2146,UDG,5.56,
PGC37654,115933+285708,179.8904,28.9523,dE,3.93,
PGC37642,115934+545841,179.8947,54.9783,dE,3.95,
PGC41361,115935+113607,179.8998,11.602,BC,7.84,
PGC41361,115939+135147,179.9165,13.8632,dE,2.98,
PGC37544,115943+331522,179.9332,33.2563,dE,6.13,
PGC37617,115956+532944,179.9845,53.4957,BC,3.31,0.0037
PGC37642,115957+555455,179.9884,55.9155,UDG,23.92,
PGC37642,115959+542657,179.9988,54.4492,dE,3.95,
PGC37691,120002+424722,180.0102,42.7897,dE,4.12,0.0033
PGC37642,120011+551740,180.0497,55.2945,dE,5.9,
PGC38009,120012+285225,180.0526,28.8737,BC,4.87,
PGC37642,120052+543855,180.2192,54.6487,dE,10.97,
PGC38392,120055+515635,180.2295,51.9432,dE,12.55,0.0034
PGC38009,120106+301036,180.2779,30.1769,dE,6.69,0.0036
PGC37642,120109+554017,180.2911,55.6714,dE,5.25,
PGC38009,120121+304436,180.3382,30.7433,dE,5.39,
PGC37930,120135+615008,180.4,61.8358,dE,9.47,
PGC37642,120139+551230,180.4151,55.2086,dE,12.63,0.004
PGC37845,120140-011216,180.4189,-1.2046,dE,11.6,
PGC38524,120141+643726,180.4232,64.6239,dE,5.31,
PGC41361,120145+084058,180.4379,8.683,BC,2.95,0.0068
PGC37642,120145+554122,180.4401,55.6896,dE,3.65,
PGC38440,120214+425246,180.5586,42.8796,dE,5.83,
PGC38302,120249+502504,180.7041,50.418,dE,4.06,
PGC37642,120255+554906,180.7315,55.8184,BC,11.32,0.0038
PGC38150,120310+325721,180.7948,32.9561,BC,9.01,
PGC38440,120344+414730,180.9334,41.7919,dE,6.44,
PGC38524,120354+650337,180.9786,65.0605,dE,5.39,
PGC38392,120403+540403,181.015,54.0677,dE,4.39,
PGC38524,120423+650349,181.099,65.0637,dE,2.68,
PGC38302,120435+493224,181.1466,49.5401,dE,4.63,
PGC41361,120438+103159,181.1609,10.5333,dE,3.68,
PGC41361,120459+142420,181.2484,14.4057,dE,6.92,
PGC38440,120524+434229,181.3529,43.7082,dE,15.71,
PGC38440,120524+434229,181.3529,43.7082,dE,15.71,
PGC38302,120534+491701,181.3919,49.2837,dE,8.62,
PGC38302,120546+501300,181.4457,50.2167,dE,5.48,
PGC38302,120605+492848,181.5216,49.4801,dE,4.07,
PGC38302,120605+492536,181.5242,49.4269,dE,5.0,
PGC38440,120624+425423,181.6032,42.9066,dE,3.65,
PGC38524,120625+651021,181.6069,65.1727,dE,4.53,
PGC38440,120628+430111,181.6174,43.0199,dE,3.65,
PGC38742,120633+303714,181.6396,30.6208,dE,5.13,0.0016
PGC41361,120640+120203,181.6694,12.0343,BC,9.48,0.0044
PGC38524,120654+644005,181.728,64.6683,dE,3.05,
PGC38302,120659+510914,181.7491,51.1541,dE,3.71,
PGC38524,120726+652444,181.8588,65.4124,dE,14.87,0.0046
PGC38392,120728+525118,181.8697,52.8551,dE,5.04,
PGC38531,120734+023823,181.8939,2.6399,TS,9.45,0.0044
PGC38524,120753+652825,181.9734,65.4738,dE,8.71,
PGC38524,120756+650650,181.9858,65.1139,dE,3.22,0.0052
PGC41361,120801+124856,182.0051,12.8156,dE,3.08,
PGC41361,120804+124843,182.0171,12.8121,dE,3.72,
PGC41361,120805+124548,182.023,12.7635,dE,11.24,
PGC41361,120820+134102,182.0847,13.6839,dE,5.05,0.0072
PGC41361,120825+134942,182.1055,13.8284,dE,7.85,
PGC41361,120833+150707,182.1409,15.1188,dE,5.42,
PGC38524,120839+650053,182.1635,65.0149,dE,6.33,
PGC38392,120846+523345,182.1942,52.5625,dE,7.68,
PGC38555,120857+684805,182.2398,68.8016,dE,3.4,
PGC38742,120902+303755,182.262,30.632,dE,5.89,
PGC38555,120904+684705,182.269,68.7848,dE,3.89,
PGC38654,120915+423459,182.3155,42.5833,dE,4.06,
PGC41361,120916+130101,182.3199,13.017,dE,3.32,
PGC41361,120920+133132,182.3373,13.5256,dE,6.1,
PGC41361,120922+135931,182.3428,13.9921,dE,24.83,0.0057
PGC38555,120928+685129,182.3706,68.8583,dE,3.46,
PGC38531,120933+030101,182.3887,3.0171,dE,6.59,
PGC38795,120934+502559,182.3932,50.4331,dE,8.12,
PGC41361,120935+064431,182.3987,6.7421,dE,13.52,
PGC38524,120935+653542,182.399,65.5951,dE,5.35,0.0043
PGC41361,120936+054826,182.4027,5.8074,dE,4.39,
PGC38739,120944+390732,182.434,39.1258,dE,10.32,0.0034
PGC38742,120944+285050,182.434,28.8473,dE,6.32,
PGC41361,120945+133307,182.4411,13.552,dE,7.85,
PGC41361,120947+130053,182.4465,13.015,dE,5.05,
PGC39158,120948+323305,182.4518,32.5514,dE,5.25,
PGC41361,120950+125408,182.461,12.9024,BC,8.24,
PGC41361,121003+114248,182.5137,11.7134,BC,5.77,0.0083
PGC39158,121006+352634,182.5282,35.443,dE,6.34,
PGC38739,121007+385459,182.5323,38.9164,dE,5.38,
PGC38555,121009+684258,182.5406,68.7162,dE,3.48,
PGC41361,121009+142008,182.5408,14.3358,dE,5.85,
PGC38524,121012+644538,182.5528,64.7606,BC,12.04,0.0051
PGC38654,121013+424258,182.5542,42.7162,dE,8.25,
PGC38739,121021+391252,182.5878,39.2145,dE,9.87,0.0031
PGC41361,121023+101119,182.5963,10.1886,BC,9.13,0.0016
PGC41361,121024+132158,182.6041,13.3663,dE,5.84,
PGC38739,121025+385006,182.6053,38.8353,dE,7.17,
PGC38361,121026+464448,182.6115,46.7469,dE,6.08,
PGC41361,121032+142923,182.6335,14.4898,dE,6.19,
PGC38742,121035+301813,182.6481,30.3039,dE,3.83,
PGC38654,121044+423837,182.6871,42.6438,dE,6.16,
PGC41361,121048+151508,182.704,15.2525,dE,6.24,0.0015
PGC38742,121049+302028,182.7064,30.3412,dE,3.3,
PGC38851,121058+241438,182.7424,24.244,dE,4.12,0.0043
PGC41361,121102+120614,182.7614,12.104,dE,3.96,0.0063
PGC39241,121104+463639,182.7679,46.611,dE,4.11,
PGC41361,121107+141628,182.7824,14.2747,dE,8.2,0.004
PGC38578,121110+761039,182.7954,76.1777,dE,13.51,
PGC41361,121118+183804,182.8263,18.6346,dE,6.15,0.0042
PGC38795,121122+501610,182.8448,50.2696,BC,12.21,0.003
PGC41361,121128+133501,182.8677,13.5837,dE,6.57,
PGC39492,121128+282841,182.8692,28.4783,dE,7.16,
PGC38742,121128+304640,182.8698,30.778,dE,6.37,0.0022
PGC38851,121134+240143,182.8946,24.0288,BC,4.89,0.0082
PGC38795,121134+502612,182.895,50.4369,dE,4.59,
PGC41361,121138+124829,182.9097,12.8081,dE,4.65,0.0083
PGC41361,121140+125824,182.9179,12.9734,dE,4.97,0.0074
PGC41361,121141+124841,182.9221,12.8115,dE,2.18,
PGC41361,121141+131146,182.9248,13.1963,BC,4.44,0.005
PGC41361,121145+130126,182.9404,13.0242,dE,7.05,
PGC38347,121145+764512,182.9411,76.7534,dE,2.91,
PGC38347,121145+764512,182.9412,76.7534,dE,2.94,
PGC41361,121145+131707,182.9415,13.2855,dE,2.39,0.0082
PGC41361,121153+134829,182.9745,13.8083,dE,4.38,0.0067
PGC41361,121204+124428,183.0183,12.7413,dE,10.39,
